source,target,weight
fruta,volúmen,397
brillante,herbáceo,396
destello,nota,395
fruta,suave,395
mineral,fresco,395
cuerpo,fruta,393
madura,nariz,393
nariz,ligero,393
blanca,elaborado,391
floral,fresco,391
herbáceo,nota,390
rcp,brillante,387
brillante,madura,386
tropical,nota,385
tostado,amarillo,385
salino,acidez,384
blanca,garnacha,383
volúmen,acidez,382
dorado,intensidad,382
verdoso,manzana,382
untuoso,final,381
madura,cítrico,380
toque,fresco,380
intensidad,destello,380
flor,seco,380
floral,nariz,379
persistencia,seco,378
blanca,suave,378
pajizo,herbáceo,378
mineral,brillante,377
blanca,volúmen,377
agradable,boca,376
herbáceo,fresco,375
destello,limpio,375
año,fruta,373
verdoso,intensidad,373
mineral,intensidad,372
blanca,albariño,372
rcp,final,372
aroma,madura,372
persistencia,fresco,371
fondo,cítrico,371
hueso,amarillo,370
flor,intensidad,369
mineral,pajizo,369
pálido,fresco,369
aroma,lágrima,368
flor,pajizo,368
tropical,final,368
herbáceo,final,367
reflejo,cítrico,366
cítrico,ligero,366
intensidad,fondo,366
pajizo,destello,365
lágrima,nariz,365
tropical,fresco,364
untuoso,seco,364
toque,aroma,364
fruta,amargo,363
crianza,brillante,363
dorado,largo,363
blanca,cuerpo,363
tropical,aroma,362
roble,barrica,361
tropical,pajizo,361
dorado,untuoso,361
hueso,boca,360
entrada,boca,358
entrada,fruta,358
blanca,pera,358
agradable,amarillo,357
fina,fruta,357
pera,amarillo,357
reflejo,nariz,357
fruta,pera,357
toque,nota,356
manzana,limpio,355
untuoso,pajizo,355
lágrima,cítrico,354
brillante,lágrima,354
manzana,intensidad,354
color,suave,353
largo,fresco,352
blanca,intenso,352
roble,blanca,351
rcp,pajizo,350
lágrima,final,350
dorado,pajizo,349
entrada,amarillo,349
crianza,acidez,349
destello,fresco,347
entrada,blanca,347
entrada,acidez,346
barrica,acidez,346
dorado,flor,346
melocotón,amarillo,346
mineral,dorado,345
reflejo,nota,345
acidez,hierba,344
agradable,fruta,344
entrada,color,344
salino,cítrico,344
botella,acidez,343
blanca,francés,343
blanca,uva,342
blanca,fina,342
roble,fruta,341
salino,boca,341
barrica,cítrico,341
melocotón,boca,341
blanca,amargo,341
blanca,agradable,341
brillante,pálido,340
pera,boca,340
albariño,cítrico,340
crianza,boca,340
fina,amarillo,340
albariño,boca,339
mineral,persistencia,339
persistencia,final,339
acidez,correcto,338
pálido,aroma,337
dorado,limpio,337
seco,herbáceo,336
pálido,final,336
fruta,intenso,336
untuoso,aroma,334
fruta,elaborado,334
color,salino,334
madura,nota,333
cuerpo,acidez,333
suave,nariz,333
dorado,manzana,332
aroma,herbáceo,332
botella,cítrico,332
pajizo,largo,331
fruta,melocotón,330
francés,barrica,330
amarillo,intenso,329
cuerpo,boca,328
amargo,amarillo,327
manzana,destello,327
destello,seco,326
blanca,hueso,325
brillante,persistencia,325
seco,limpio,325
entrada,nariz,324
roble,francés,324
madura,final,324
francés,fruta,324
dorado,madura,323
suave,acidez,323
intensidad,persistencia,322
pajizo,reflejo,322
mineral,salino,321
verdoso,destello,321
fina,boca,320
verdoso,limpio,320
dorado,destello,318
pajizo,floral,317
fondo,final,317
hierba,fresco,316
volúmen,amarillo,316
cuerpo,amarillo,316
boca,intenso,315
crianza,botella,315
color,volúmen,315
intensidad,madura,315
bodega,boca,314
fruta,alta,314
rcp,persistencia,314
color,melocotón,314
lágrima,nota,313
verdejo,fruta,313
amargo,acidez,313
reflejo,fresco,313
pálido,nota,313
amarillo,piña,312
verdejo,amarillo,312
hueso,color,312
color,agradable,312
pajizo,toque,310
amarillo,elaborado,310
blanca,alta,310
fruta,correcto,308
floral,aroma,308
blanca,correcto,307
blanca,chardonnay,307
botella,barrica,306
tostado,boca,305
untuoso,fresco,305
intensidad,herbáceo,305
nariz,hierba,305
blanca,recomendable,304
tostado,acidez,304
uva,amarillo,304
color,uva,302
agradable,acidez,302
seco,madura,302
flor,limpio,302
frutal,boca,302
boca,piña,302
mineral,untuoso,301
cuerpo,color,301
persistencia,volúmen,301
uva,boca,300
aroma,hierba,300
agradable,nariz,300
floral,final,299
amargo,boca,299
seco,fondo,298
cítrico,hierba,298
color,barrica,298
fina,acidez,298
manzana,pera,298
año,amarillo,297
brillante,floral,297
color,hierba,296
hueso,nariz,296
amargo,final,296
manzana,seco,296
dorado,toque,296
blanca,melocotón,295
pera,acidez,295
acidez,alta,295
largo,limpio,294
fruta,uva,294
hueso,cítrico,294
botella,boca,294
verde,amarillo,294
untuoso,intensidad,294
verde,boca,293
verde,manzana,293
salino,final,293
nariz,melocotón,291
amarillo,frutal,290
bodega,cítrico,290
ligero,fresco,290
cítrico,amargo,290
verdoso,flor,289
tostado,color,289
albariño,color,289
bodega,color,288
dorado,persistencia,288
nota,ligero,288
hinojo,amarillo,288
color,pera,288
persistencia,aroma,288
hueso,acidez,288
blanca,glicérico,286
blanca,joven,286
fruta,chardonnay,285
toque,largo,285
flor,manzana,284
nariz,pera,284
blanca,coupage,284
francés,amarillo,284
fina,color,284
roble,amarillo,283
cuerpo,nariz,283
ligero,final,283
elegante,fruta,282
dorado,crianza,281
blanca,paladar,280
barrica,boca,280
dorado,barrica,280
flor,destello,280
flor,largo,279
verdoso,herbáceo,279
brillante,barrica,279
blanca,probar,279
lágrima,limpio,279
blanca,frutal,278
destello,largo,278
uva,nariz,278
barrica,nota,277
fruta,paladar,277
salino,seco,277
mineral,flor,277
mineral,limpio,277
untuoso,persistencia,275
año,botella,275
destello,lágrima,274
verdejo,boca,274
paladar,acidez,274
cuerpo,cítrico,274
fruta,glicérico,274
cuerpo,aroma,273
aroma,ligero,273
hinojo,boca,273
botella,nota,272
tropical,dorado,272
color,piña,270
salino,nariz,270
verdejo,blanca,270
melocotón,acidez,270
limón,amarillo,269
roble,crianza,269
brillante,fondo,268
mineral,fondo,268
paladar,boca,268
dorado,tostado,268
rcp,toque,267
recomendable,acidez,267
color,botella,267
amarillo,correcto,266
fondo,nota,266
fruta,garnacha,266
blanca,elegante,266
fruta,piña,266
fruta,recomendable,266
suave,fresco,265
untuoso,barrica,265
fruta,frutal,265
hinojo,fruta,265
reflejo,aroma,264
bodega,acidez,264
dorado,lágrima,264
crianza,francés,264
color,amargo,264
entrada,aroma,263
entrada,nota,263
monovarietal,blanca,262
intensidad,largo,262
seco,barrica,262
joven,amarillo,261
seco,largo,261
verdoso,seco,261
lágrima,fresco,261
color,intenso,260
dorado,rcp,260
tostado,cítrico,260
pajizo,madura,260
suave,cítrico,258
fruta,anisado,258
verdoso,persistencia,257
volúmen,cítrico,257
fondo,fresco,257
monovarietal,fruta,256
manzana,largo,256
cítrico,pera,256
agradable,fresco,256
persistente,boca,256
blanca,verde,256
fondo,limpio,256
fruta,punto,256
verde,fruta,255
nariz,piña,255
glicérico,amarillo,255
untuoso,limpio,255
crianza,nota,255
acidez,frutal,255
amarillo,chardonnay,255
crianza,color,254
verdejo,color,253
verdoso,tropical,253
blanca,mejor,253
blanca,punto,253
flor,untuoso,253
dorado,herbáceo,253
pajizo,ligero,253
intensidad,ligero,253
entrada,final,253
tostado,seco,252
nota,hierba,252
blanca,aromático,252
verdoso,pálido,252
elaborado,boca,252
verde,color,252
untuoso,largo,251
rcp,recomendable,251
entrada,rcp,250
fruta,aromático,250
fruta,limón,250
brillante,salino,250
verdoso,largo,250
tropical,limpio,250
monovarietal,acidez,250
crianza,seco,249
mineral,largo,249
blanca,hinojo,249
rcp,largo,249
suave,nota,249
reflejo,final,249
tostado,barrica,249
color,correcto,248
persistencia,limpio,248
cuerpo,final,248
salino,nota,248
pajizo,fondo,248
persistencia,herbáceo,248
dorado,reflejo,247
paladar,amarillo,247
tropical,toque,247
fruta,joven,247
color,paladar,247
pajizo,lágrima,247
bodega,nota,247
verde,nariz,246
entrada,destello,246
uva,nota,246
blanca,macabeo,245
tropical,intensidad,244
untuoso,madura,244
hinojo,nariz,243
verdejo,acidez,243
aroma,pera,243
manzana,pálido,243
blanca,anisado,243
mineral,herbáceo,242
rcp,volúmen,242
blanca,piña,241
crianza,pajizo,241
cuerpo,seco,241
fruta,coupage,241
paladar,nariz,240
manzana,toque,240
destello,fondo,240
albariño,fresco,240
verdoso,rcp,240
entrada,brillante,239
limón,cítrico,239
cuerpo,intensidad,239
año,acidez,238
añada,blanca,238
blanca,limón,237
rcp,aroma,237
albariño,pajizo,237
marcada,acidez,237
untuoso,herbáceo,236
madura,limpio,236
color,frutal,236
pajizo,salino,236
color,alta,236
brillante,ligero,236
verde,acidez,236
rcp,limpio,236
albariño,nota,235
cítrico,melocotón,235
aroma,paladar,235
color,elaborado,235
persistente,amarillo,235
dorado,fondo,234
tropical,rcp,234
fina,nariz,234
pomelo,amarillo,234
brillante,botella,234
brillante,elaborado,234
aroma,suave,233
blanca,dulce,233
tropical,untuoso,233
salino,aroma,233
pomelo,boca,233
agradable,nota,233
hierba,final,232
tostado,nariz,232
mineral,verdoso,231
bodega,fresco,231
manzana,lágrima,231
verdejo,nota,231
fruta,madera,231
amarillo,alta,230
tropical,seco,230
fruta,dulce,230
rcp,lágrima,230
manzana,fondo,230
uva,acidez,230
hinojo,color,230
entrada,fresco,230
brillante,hierba,230
mineral,manzana,229
aromático,amarillo,229
fruta,pomelo,229
verdoso,untuoso,229
tostado,brillante,228
fina,cítrico,228
intensidad,pálido,228
recordar,boca,228
flor,pálido,228
hueso,nota,228
herbáceo,limpio,228
mineral,destello,227
flor,madura,227
manzana,herbáceo,227
tropical,largo,226
fruta,probar,226
nariz,frutal,226
verdoso,floral,226
blanca,fácil,226
amarillo,anisado,225
intensidad,salino,225
toque,floral,225
seco,ligero,225
acidez,elaborado,225
elegante,amarillo,225
dulce,boca,225
untuoso,manzana,225
cítrico,correcto,224
nariz,intenso,224
joven,boca,224
pera,fresco,224
manzana,persistencia,224
brillante,agradable,224
blanca,gustar,223
persistente,acidez,222
hueso,aroma,222
nota,pera,222
color,recomendable,222
verde,cítrico,222
frutal,fresco,222
persistente,fruta,222
persistente,color,222
crianza,fresco,221
verdejo,fresco,221
reflejo,persistencia,221
brillante,reflejo,221
nariz,elaborado,221
fruta,mejor,221
bodega,aroma,220
crianza,untuoso,220
blanca,poder,220
nariz,amargo,220
pomelo,cítrico,220
brillante,suave,220
entrada,cítrico,220
bodega,nariz,219
toque,seco,219
madura,fresco,219
blanca,pomelo,218
persistente,nariz,218
uva,aroma,218
lágrima,largo,218
elegante,acidez,218
acidez,piña,218
crianza,toque,218
cata,blanca,217
flor,herbáceo,217
agradable,cítrico,217
volúmen,nota,217
flor,fondo,217
fruta,ahumado,217
año,boca,217
limón,boca,217
pera,final,216
dorado,botella,216
fruta,marcada,216
nota,melocotón,216
fruta,leve,216
aroma,melocotón,216
elegante,boca,216
fina,lágrima,215
blanca,inoxidable,215
toque,herbáceo,214
entrada,paladar,214
pálido,limpio,214
fina,brillante,214
pajizo,barrica,213
cuerpo,brillante,213
cítrico,elaborado,213
brillante,pera,212
rcp,destello,211
blanca,madera,211
año,bodega,211
joven,acidez,211
albariño,nariz,211
manzana,reflejo,211
tostado,nota,211
rcp,manzana,210
amarillo,recordar,210
toque,botella,210
aroma,elaborado,210
fina,final,209
coupage,acidez,209
monovarietal,persistencia,209
nota,elaborado,209
madura,fondo,209
seco,amargo,209
coupage,amarillo,209
bodega,botella,208
verdejo,nariz,208
fruta,recordar,208
crianza,garnacha,208
mineral,madura,208
mineral,rcp,208
amarillo,inoxidable,208
madura,largo,208
joven,fresco,207
verdoso,toque,207
blanca,baja,207
amarillo,dulce,207
leve,boca,207
año,cítrico,207
aroma,intenso,206
rcp,floral,206
verde,fresco,206
paladar,final,206
agradable,final,206
leve,amarillo,206
hueso,final,205
color,coupage,205
pajizo,botella,205
año,barrica,204
color,elegante,204
manzana,madura,204
toque,pálido,204
blanca,excelente,204
cuerpo,fresco,204
crianza,tostado,203
tostado,untuoso,203
amargo,fresco,203
monovarietal,color,203
pajizo,volúmen,203
boca,correcto,203
recomendable,nota,203
tropical,herbáceo,202
hinojo,cítrico,202
fácil,fruta,202
crianza,nariz,202
garnacha,amarillo,202
rcp,paladar,202
blanca,ahumado,202
crianza,herbáceo,201
manzana,floral,201
flor,persistencia,201
salino,fresco,201
blanca,recordar,200
rcp,untuoso,200
fina,nota,200
monovarietal,amarillo,200
bodega,barrica,199
fina,aroma,199
crianza,bodega,199
toque,destello,199
blanca,complejo,199
entrada,largo,199
blanca,leve,199
fruta,baja,199
glicérico,boca,199
cítrico,piña,198
roble,cítrico,198
hueso,pajizo,198
nota,frutal,198
crianza,final,198
dorado,salino,197
crianza,año,197
punto,boca,197
cuerpo,nota,197
cítrico,anisado,197
paladar,nota,197
verdoso,fondo,197
persistencia,alta,197
color,pomelo,196
bodega,pajizo,196
amarillo,punto,196
fruta,equilibrado,196
tostado,final,196
toque,barrica,196
toque,limpio,196
blanca,persistente,195
cítrico,intenso,195
fruta,sabroso,195
melocotón,final,195
verdoso,lágrima,195
pálido,destello,195
suave,final,195
boca,chardonnay,195
blanca,viura,195
fresco,piña,195
verde,nota,195
persistencia,recomendable,194
entrada,toque,194
brillante,uva,194
untuoso,toque,194
nota,amargo,194
intensidad,lágrima,194
acidez,punto,194
untuoso,destello,194
herbáceo,ligero,194
blanca,marcada,193
volúmen,boca,193
verdoso,ligero,193
cremoso,fruta,193
tostado,aroma,193
tropical,manzana,193
color,limón,193
aromático,boca,193
flor,toque,193
tropical,flor,192
color,joven,192
equilibrado,acidez,192
reflejo,herbáceo,192
leve,nariz,192
untuoso,fondo,192
equilibrado,amarillo,192
pomelo,nariz,192
hueso,brillante,191
roble,acidez,191
entrada,lágrima,191
garnacha,barrica,191
herbáceo,madura,190
herbáceo,largo,190
blanca,nueva,190
fruta,inoxidable,190
seco,botella,190
seco,volúmen,190
marcada,amarillo,190
destello,paladar,190
salud,boca,190
brillante,paladar,190
pajizo,amargo,190
sedoso,boca,190
equilibrado,boca,189
monovarietal,volúmen,189
hueso,intensidad,189
seco,lágrima,189
marcada,boca,189
fresco,correcto,189
excelente,fruta,189
toque,uva,189
paladar,fresco,188
persistencia,salino,188
pomelo,acidez,188
floral,limpio,188
color,recordar,188
roble,brillante,188
verdejo,cítrico,188
acidez,chardonnay,188
uva,elaborado,188
reflejo,intensidad,188
aroma,frutal,188
año,color,188
baja,amarillo,188
dorado,hierba,187
dorado,ligero,187
botella,nariz,187
cítrico,frutal,187
manzana,hierba,186
dorado,floral,186
cítrico,alta,186
tropical,destello,186
tropical,persistencia,186
sedoso,fruta,186
blanca,godello,186
albariño,brillante,185
pajizo,suave,185
amarillo,ahumado,185
hueso,fresco,185
flor,lágrima,185
fina,fresco,185
rcp,seco,185
limón,acidez,185
verdejo,verdoso,185
francés,cítrico,185
toque,lágrima,184
rcp,agradable,184
glicérico,cítrico,183
acidez,salud,183
fruta,macabeo,183
manzana,ligero,183
fruta,complejo,183
blanca,viñedo,183
floral,largo,183
albaricoque,boca,183
verde,aroma,183
crianza,madura,182
brillante,melocotón,182
color,leve,182
pajizo,melocotón,182
brillante,amargo,182
herbáceo,fondo,182
sensación,fruta,182
vainilla,fruta,182
sabroso,boca,182
nariz,recordar,182
aroma,amargo,182
intensidad,floral,181
hinojo,acidez,181
toque,paladar,181
brillante,francés,181
blanca,variedad,181
sensación,boca,181
floral,herbáceo,180
roble,dorado,180
blanca,salud,180
aroma,pomelo,180
pajizo,hierba,179
añada,fruta,179
floral,seco,179
fruta,salud,178
nota,alta,178
uva,cítrico,178
botella,fresco,178
rcp,correcto,178
uva,fresco,178
mineral,volúmen,178
salud,final,178
joven,nota,178
persistencia,floral,177
aroma,piña,177
color,dulce,177
dorado,cuerpo,177
sabroso,amarillo,177
nariz,salud,177
mineral,toque,177
dorado,hueso,177
francés,color,177
color,equilibrado,177
blanca,densa,177
entrada,dorado,177
fruta,densa,177
nota,correcto,177
sedoso,nariz,176
recomendable,amarillo,176
año,nota,176
pálido,herbáceo,176
tropical,reflejo,176
brillante,bodega,176
mineral,cuerpo,176
largo,paladar,176
fruta,gustar,176
agradable,aroma,176
tropical,pálido,176
rcp,barrica,176
joven,cítrico,176
salino,herbáceo,175
fruta,amargor,175
manzana,suave,175
reflejo,floral,175
madura,barrica,175
amargor,boca,175
anisado,boca,175
dorado,intenso,175
persistente,final,175
tropical,piña,174
tropical,madura,174
hueso,seco,174
brillante,intenso,174
verdoso,pera,174
color,salud,174
cuerpo,limpio,174
destello,madura,174
pálido,largo,174
joven,nariz,174
sensación,amarillo,174
amarillo,salud,173
blanca,beber,173
rcp,uva,173
graso,fruta,173
albaricoque,amarillo,173
mineral,ligero,173
dorado,pálido,173
blanca,equilibrado,173
pajizo,pera,173
amargor,amarillo,172
cuerpo,manzana,172
acidez,intenso,172
monovarietal,rcp,172
untuoso,floral,172
color,sabroso,172
persistencia,lágrima,172
blanca,sabroso,172
flor,reflejo,172
densa,boca,172
tostado,pajizo,172
pálido,seco,172
baja,boca,172
persistente,largo,172
sedoso,amarillo,172
limón,nariz,171
persistencia,barrica,171
fácil,amarillo,171
color,sedoso,171
limpio,ligero,171
leve,cítrico,171
dorado,fina,171
elaborado,final,171
aromático,acidez,170
nota,piña,170
uva,final,170
sabroso,acidez,170
brillante,piña,170
melocotón,fresco,170
fruta,balsámico,169
dorado,francés,169
reflejo,limpio,169
largo,fondo,169
entrada,uva,169
tropical,floral,169
boca,ahumado,169
año,brillante,168
rcp,elaborado,168
glicérico,acidez,168
volúmen,fresco,168
verdejo,pajizo,168
flor,salino,168
toque,elaborado,168
tostado,largo,168
amplio,fruta,168
pajizo,agradable,167
color,glicérico,167
entrada,pajizo,167
sensación,nariz,167
tostado,intensidad,167
intensidad,melocotón,167
elegante,nariz,167
color,chardonnay,166
entrada,salud,166
mineral,floral,166
manzana,melocotón,166
fruta,beber,166
toque,hierba,166
untuoso,pálido,166
albariño,bodega,166
balsámico,boca,165
rcp,salud,165
roble,color,165
untuoso,reflejo,165
crianza,chardonnay,165
verdoso,madura,165
pajizo,correcto,165
blanca,sedoso,165
godello,fruta,165
rcp,herbáceo,165
volúmen,recomendable,165
acidez,anisado,165
blanca,cremoso,164
densa,amarillo,164
albariño,botella,164
tropical,crianza,164
dorado,elaborado,164
crianza,elaborado,164
destello,uva,164
rcp,alta,164
toque,madura,164
fina,pajizo,164
entrada,manzana,164
tostado,madura,164
barrica,chardonnay,164
sensación,color,164
acidez,dulce,163
blanca,sensación,163
dorado,bodega,163
dorado,suave,163
complejo,boca,163
blanca,primer,163
pajizo,joven,163
paladar,salud,163
persistencia,madura,163
verdoso,hierba,162
crianza,largo,162
blanca,viña,162
botella,producción,162
barrica,nariz,162
flor,ligero,162
godello,amarillo,162
blanca,amplio,162
verdejo,final,161
crianza,aroma,161
hinojo,fresco,161
verde,brillante,161
anterior,nota,161
pálido,floral,161
herbáceo,barrica,161
nariz,equilibrado,161
untuoso,botella,160
roble,seco,160
destello,hierba,160
manzana,uva,160
untuoso,salino,160
madera,amarillo,160
lágrima,paladar,160
agradable,largo,160
destello,herbáceo,160
rcp,albariño,159
cítrico,punto,159
brillante,anisado,159
salino,limpio,159
verdoso,suave,159
persistencia,correcto,159
rcp,suave,159
tropical,barrica,159
madera,boca,159
cuerpo,untuoso,159
aromático,cítrico,158
elegante,nota,158
verdejo,aroma,158
nariz,dulce,158
persistente,brillante,158
fácil,fresco,158
verde,final,158
blanca,albaricoque,158
coupage,nota,158
entrada,limpio,158
color,marcada,158
fruta,viñedo,158
persistente,nota,157
color,albaricoque,157
roble,boca,157
color,baja,157
brillante,elegante,157
nota,intenso,157
uva,paladar,157
francés,boca,157
elaborado,fresco,157
excelente,amarillo,156
glicérico,nariz,156
destello,salud,156
barrica,fresco,156
hinojo,pajizo,156
agradable,limpio,156
tropical,lágrima,156
volúmen,alta,156
amarillo,mejor,156
cata,nota,156
pajizo,piña,156
mineral,lágrima,156
fruta,viura,156
roble,untuoso,156
rcp,reflejo,156
hinojo,aroma,155
barrica,final,155
roble,botella,155
cata,amarillo,155
amargor,acidez,155
fruta,poder,155
blanca,sauvignon,155
persistencia,fondo,155
mineral,hueso,155
intensidad,hierba,155
mineral,reflejo,154
sedoso,acidez,154
color,densa,154
flor,cuerpo,154
persistencia,largo,154
leve,acidez,154
persistente,aroma,154
blanca,producción,154
volúmen,barrica,154
color,amargor,154
hinojo,nota,154
herbáceo,amargo,154
persistencia,destello,154
acidez,recordar,154
nota,chardonnay,154
destello,pera,154
toque,ligero,154
rcp,pálido,154
pálido,ligero,153
cuerpo,pajizo,153
untuoso,lágrima,153
año,albariño,153
amargor,final,153
verdoso,agradable,153
coupage,cítrico,153
viñedo,amarillo,153
