source,target,weight
nariz,cereza,37
nariz,seco,37
bodega,boca,37
entrada,fruta,37
intensidad,nariz,37
acidez,persistencia,37
rosado,año,37
seco,fresco,37
color,frutal,37
color,entrada,37
acidez,pálido,36
blanca,nariz,36
acidez,intensidad,36
fresco,cítrico,36
garnacha,boca,36
color,coupage,36
boca,intenso,36
pálido,nariz,36
flor,boca,36
cebolla,color,36
rosado,coupage,36
toque,nariz,36
color,flor,36
frutal,fresco,36
acidez,tempranillo,36
boca,cítrico,35
garnacha,nariz,35
elaborado,fresco,35
pálido,rosado,35
rojo,garnacha,35
rojo,flor,35
color,golosina,35
rosado,merlot,35
rosado,correcto,35
rosado,cereza,35
limpio,nota,35
toque,brillante,35
entrada,boca,34
frutal,boca,34
color,recordar,34
acidez,blanca,34
fruta,coupage,34
rosado,fácil,34
rosado,cuerpo,34
herbáceo,fresco,34
suave,nota,34
rojo,cereza,34
flor,rosado,34
nariz,tempranillo,34
garnacha,fresco,33
toque,rosa,33
persistencia,boca,33
rojo,botella,33
fruta,paladar,33
bodega,rojo,33
fruta,frutal,33
fresco,largo,33
color,botella,33
cebolla,boca,33
cebolla,fruta,33
fruta,cuerpo,33
bodega,nariz,32
rojo,mineral,32
nariz,cítrico,32
fruta,golosina,32
nota,largo,32
garnacha,tempranillo,32
agradable,rosa,32
frambuesa,brillante,32
limpio,rosa,32
entrada,nariz,32
toque,floral,32
rojo,entrada,32
rosado,herbáceo,32
mineral,fruta,32
mineral,boca,32
acidez,ligero,32
suave,aroma,32
color,paladar,32
suave,rosa,32
color,uva,32
acidez,entrada,31
fruta,untuoso,31
rcp,rosa,31
rosado,poder,31
aroma,largo,31
fresa,rcp,31
color,dulce,31
fresa,suave,31
rojo,cebolla,31
color,baja,31
dulce,fruta,31
dulce,rosado,31
floral,final,31
fresco,ligero,31
color,salmón,31
rosado,probar,31
agradable,nota,31
fruta,piel,30
aroma,seco,30
agradable,brillante,30
mineral,color,30
toque,aroma,30
toque,nota,30
acidez,flor,30
mineral,nariz,30
rcp,aroma,30
acidez,golosina,30
interesante,rosado,30
intensidad,fresco,30
color,herbáceo,30
rojo,golosina,30
floral,rcp,30
color,piel,30
fresco,cereza,30
rosado,mejor,30
elaborado,nariz,29
acidez,paladar,29
frambuesa,nota,29
uva,boca,29
fruta,correcto,29
herbáceo,boca,29
mineral,acidez,29
frambuesa,rosa,29
rojo,frutal,29
persistencia,nariz,29
rcp,suave,29
fresco,intenso,29
botella,fresco,29
acidez,elaborado,29
garnacha,acidez,29
persistencia,rosado,29
paladar,boca,29
color,joven,29
cebolla,piel,29
cata,rosado,29
color,sensación,29
fresa,floral,29
cebolla,rosado,29
rojo,cuerpo,29
boca,golosina,29
fresa,tempranillo,29
bodega,fresa,28
barrica,rosado,28
seco,brillante,28
elaborado,brillante,28
entrada,nota,28
salmón,nariz,28
entrada,aroma,28
color,destello,28
acidez,correcto,28
blanca,rosa,28
goloso,fruta,28
acidez,frutal,28
rojo,piel,28
frambuesa,final,28
rosado,untuoso,28
acidez,salmón,28
fruta,destello,28
fruta,sensación,28
fruta,salmón,28
rosado,ácido,28
destello,nariz,28
destello,boca,28
uva,nariz,28
rojo,coupage,28
flor,fresco,28
fresco,golosina,28
blanca,aroma,28
fresa,cereza,28
crianza,rosado,27
rojo,untuoso,27
piel,boca,27
fruta,lágrima,27
recordar,boca,27
syrah,rosado,27
flor,nariz,27
pequeña,rosado,27
toque,fresa,27
untuoso,boca,27
acidez,cuerpo,27
nariz,frutal,27
color,año,27
color,untuoso,27
color,cuerpo,27
toque,final,27
cebolla,acidez,27
limpio,floral,27
acidez,destello,27
agradable,aroma,27
limpio,fresa,27
intensidad,aroma,27
agradable,floral,26
intensidad,final,26
bodega,brillante,26
fruta,uva,26
fresco,coupage,26
fruta,gustar,26
flor,aroma,26
rojo,lágrima,26
rojo,correcto,26
destello,aroma,26
intensidad,brillante,26
frambuesa,tempranillo,26
fruta,recordar,26
uva,fresco,26
elaborado,nota,26
fruta,ácido,26
tempranillo,coupage,26
toque,rcp,26
nariz,sensación,26
paladar,nariz,26
postgusto,color,26
color,lágrima,26
cebolla,nariz,26
elaborado,aroma,26
salmón,boca,26
nariz,intenso,26
entrada,rosado,26
paladar,aroma,26
syrah,fruta,26
bodega,rosa,25
cebolla,fresco,25
seco,final,25
pálido,aroma,25
bodega,aroma,25
limpio,rcp,25
botella,boca,25
rosado,sabroso,25
rosado,paladar,25
rosado,sensación,25
tempranillo,nota,25
entrada,fresco,25
boca,sabroso,25
color,syrah,25
color,anaranjado,25
seco,nota,25
nariz,coupage,25
rosado,recordar,25
rojo,sabroso,25
cuerpo,fresco,25
rosado,beber,25
goloso,rosado,25
uva,rosado,25
acidez,lágrima,25
acidez,untuoso,25
rojo,paladar,25
añada,rosado,25
fresco,fácil,25
suave,brillante,25
fresa,intenso,25
rcp,final,25
rojo,goloso,25
floral,frambuesa,25
rojo,uva,25
fruta,volúmen,25
fruta,fácil,25
bodega,acidez,25
fruta,merlot,24
intensidad,rosado,24
baja,boca,24
color,mejor,24
bodega,garnacha,24
fruta,madura,24
entrada,fresa,24
color,volúmen,24
postgusto,boca,24
rojo,sensación,24
rojo,salmón,24
brillante,cítrico,24
destello,final,24
nariz,herbáceo,24
pálido,brillante,24
entrada,rosa,24
entrada,paladar,24
aroma,frutal,24
acidez,goloso,24
rojo,destello,24
mineral,fresco,24
acidez,piel,24
rosado,volúmen,24
rosado,joven,24
fruta,sabroso,24
rosado,sangrado,24
acidez,coupage,24
rosado,baja,24
goloso,boca,24
barrica,fruta,24
garnacha,brillante,24
fruta,baja,24
crianza,fruta,24
boca,coupage,24
final,largo,23
color,correcto,23
bodega,elaborado,23
syrah,boca,23
pálido,nota,23
entrada,final,23
cebolla,aroma,23
boca,sensación,23
anaranjado,boca,23
rosado,piel,23
vez,rosado,23
persistencia,nota,23
cata,color,23
limpio,frambuesa,23
rosado,sabor,23
elaborado,rosa,23
color,sabroso,23
entrada,rcp,23
postgusto,fruta,23
paladar,fresco,23
rosado,nueva,23
boca,lágrima,23
herbáceo,nota,23
nota,ligero,23
brillante,largo,23
blanca,flor,23
blanca,brillante,23
rojo,dulce,23
intensidad,seco,23
destello,brillante,23
brillante,cereza,23
garnacha,fresa,23
fresco,correcto,23
rcp,tempranillo,23
nariz,untuoso,23
fresa,paladar,23
dulce,boca,23
color,fina,23
fruta,anaranjado,23
dulce,nariz,22
agradable,fresa,22
intensidad,nota,22
floral,elaborado,22
color,goloso,22
paladar,rosa,22
nota,cítrico,22
garnacha,rosa,22
toque,elaborado,22
fresa,largo,22
agradable,final,22
agradable,rcp,22
color,sangrado,22
aroma,cítrico,22
nariz,golosina,22
fina,boca,22
fruta,sangrado,22
brillante,ligero,22
fruta,beber,22
monovarietal,rosado,22
joven,nariz,22
postgusto,nariz,22
rojo,volúmen,22
untuoso,brillante,22
mineral,rosado,22
intensidad,limpio,22
rosado,salmón,22
rojo,recordar,22
destello,nota,22
rosado,producción,22
fresa,elaborado,22
rojo,fácil,22
acidez,baja,22
fresco,volúmen,21
rojo,syrah,21
grosella,boca,21
rosa,largo,21
garnacha,coupage,21
baja,fresco,21
fresa,golosina,21
fina,fruta,21
botella,nariz,21
elegante,rosado,21
aroma,ligero,21
entrada,brillante,21
entrada,toque,21
salmón,fresco,21
floral,suave,21
tinto,rosado,21
rosado,menos,21
tempranillo,brillante,21
paciencia,fondo,21
rosado,leve,21
acidez,recordar,21
color,grosella,21
cebolla,rosa,21
aroma,intenso,21
nariz,piel,21
pálido,fresa,21
beber,fresco,21
elegante,fruta,21
boca,madura,21
rojo,grosella,21
cuerpo,boca,21
paladar,nota,21
destello,fresco,21
blanca,fresa,21
uva,nota,21
recordar,aroma,21
rojo,baja,21
nota,golosina,21
acidez,cereza,21
joven,fresco,21
joven,boca,21
fruta,leve,21
color,fácil,21
nariz,baja,21
aroma,lágrima,21
lágrima,final,21
resignación,invulnerabilidad,20
resignación,recuperar,20
resignación,sobreponer,20
resignación,sobrevivir,20
recuperar,energía,20
recuperar,firmeza,20
recuperar,flema,20
grande,sobreponer,20
rojo,crianza,20
nota,intenso,20
valiente,energía,20
sobreponer,fondo,20
sobreponer,fortaleza,20
sobreponer,impertable,20
sobreponer,invulnerabilidad,20
color,gustar,20
rcp,paladar,20
superación,invulnerabilidad,20
superación,paciencia,20
superación,recuperar,20
superación,resignación,20
fruta,marcada,20
tolerancia,fortaleza,20
adaptación,flema,20
fondo,flema,20
intensidad,fresa,20
sobreponer,flema,20
fruta,salud,20
bodega,tempranillo,20
nariz,leve,20
fruta,joven,20
fresa,seco,20
superación,fondo,20
firmeza,tolerancia,20
sobrevivir,tolerancia,20
sobrevivir,valiente,20
grande,superación,20
grande,adaptación,20
grande,energía,20
grande,estoicismo,20
fuerza,recuperar,20
fuerza,resignación,20
fuerza,resistencia,20
sobreponer,recuperar,20
sobreponer,sobrevivir,20
rojo,barrica,20
recordar,rosa,20
rcp,frambuesa,20
firmeza,flema,20
firmeza,fondo,20
superación,tolerancia,20
goloso,fresa,20
blanca,pálido,20
blanca,nota,20
firmeza,impertable,20
valiente,firmeza,20
valiente,flema,20
paladar,final,20
fuerza,invulnerabilidad,20
fuerza,paciencia,20
acidez,intenso,20
superación,energía,20
superación,firmeza,20
superación,flema,20
toque,paladar,20
sobrevivir,energía,20
sobrevivir,firmeza,20
sobrevivir,flema,20
sobrevivir,fondo,20
sobrevivir,fortaleza,20
sobrevivir,impertable,20
grande,firmeza,20
grande,flema,20
impertable,adaptación,20
boca,ácido,20
herbáceo,brillante,20
uva,rosa,20
rojo,madura,20
firmeza,adaptación,20
firmeza,energía,20
estoicismo,adaptación,20
firmeza,fortaleza,20
salud,boca,20
piel,fresco,20
acidez,grosella,20
untuoso,fresco,20
superación,fortaleza,20
superación,valiente,20
rcp,largo,20
rcp,correcto,20
superación,impertable,20
grande,sobrevivir,20
grande,sufrimiento,20
grande,tolerancia,20
grande,valiente,20
grande,vigor,20
sufrimiento,adaptación,20
vigor,invulnerabilidad,20
estoicismo,recuperar,20
estoicismo,resignación,20
toque,suave,20
sufrimiento,recuperar,20
sufrimiento,sobrevivir,20
sufrimiento,tolerancia,20
sufrimiento,valiente,20
sufrimiento,energía,20
sufrimiento,firmeza,20
sufrimiento,flema,20
sufrimiento,fondo,20
sufrimiento,fortaleza,20
rosado,grosella,20
acidez,salud,20
recuperar,impertable,20
recuperar,tolerancia,20
paciencia,adaptación,20
paciencia,energía,20
paciencia,firmeza,20
paciencia,flema,20
sufrimiento,impertable,20
estoicismo,flema,20
estoicismo,fondo,20
estoicismo,fortaleza,20
estoicismo,fuerza,20
estoicismo,impertable,20
estoicismo,invulnerabilidad,20
rosado,primer,20
rosado,creer,20
rosado,mismo,20
vigor,flema,20
vigor,fondo,20
estoicismo,paciencia,20
paciencia,resistencia,20
paciencia,sobreponer,20
paciencia,sobrevivir,20
paciencia,sufrimiento,20
estoicismo,resistencia,20
estoicismo,sobreponer,20
estoicismo,sobrevivir,20
estoicismo,sufrimiento,20
estoicismo,superación,20
estoicismo,tolerancia,20
estoicismo,valiente,20
recuperar,fondo,20
recuperar,fortaleza,20
grande,resistencia,20
vigor,resistencia,20
vigor,sobreponer,20
vigor,sobrevivir,20
resistencia,sobrevivir,20
resistencia,adaptación,20
resistencia,energía,20
resistencia,firmeza,20
paciencia,fortaleza,20
paciencia,impertable,20
estoicismo,vigor,20
estoicismo,energía,20
estoicismo,firmeza,20
vigor,adaptación,20
vigor,energía,20
vigor,firmeza,20
vigor,fortaleza,20
vigor,fuerza,20
vigor,impertable,20
vigor,paciencia,20
vigor,recuperar,20
vigor,resignación,20
nariz,sabroso,20
superación,resistencia,20
superación,sobreponer,20
superación,sobrevivir,20
superación,sufrimiento,20
superación,adaptación,20
grande,invulnerabilidad,20
grande,paciencia,20
grande,recuperar,20
grande,resignación,20
resistencia,flema,20
resistencia,fondo,20
resistencia,fortaleza,20
resistencia,impertable,20
vigor,sufrimiento,20
vigor,superación,20
vigor,tolerancia,20
vigor,valiente,20
paciencia,invulnerabilidad,20
paciencia,recuperar,20
paciencia,resignación,20
fresa,herbáceo,20
resistencia,valiente,20
valiente,fondo,20
paciencia,tolerancia,20
paciencia,valiente,20
fuerza,fondo,20
invulnerabilidad,adaptación,20
invulnerabilidad,energía,20
valiente,fortaleza,20
valiente,impertable,20
valiente,recuperar,20
valiente,tolerancia,20
recuperar,adaptación,20
resistencia,invulnerabilidad,20
resistencia,recuperar,20
resistencia,resignación,20
resistencia,sobreponer,20
resignación,energía,20
resignación,firmeza,20
resignación,adaptación,20
invulnerabilidad,valiente,20
color,madura,20
invulnerabilidad,firmeza,20
invulnerabilidad,flema,20
resignación,flema,20
resignación,fondo,20
resignación,fortaleza,20
resistencia,sufrimiento,20
resistencia,tolerancia,20
aroma,piel,20
sobreponer,sufrimiento,20
sobreponer,tolerancia,20
sobreponer,valiente,20
fuerza,adaptación,20
fuerza,energía,20
fuerza,firmeza,20
fuerza,flema,20
sobreponer,energía,20
sobreponer,firmeza,20
invulnerabilidad,fondo,20
invulnerabilidad,fortaleza,20
invulnerabilidad,impertable,20
invulnerabilidad,recuperar,20
invulnerabilidad,sobrevivir,20
invulnerabilidad,sufrimiento,20
invulnerabilidad,tolerancia,20
fuerza,sobreponer,20
fuerza,fortaleza,20
fuerza,impertable,20
valiente,adaptación,20
resignación,sufrimiento,20
resignación,tolerancia,20
resignación,valiente,20
fuerza,sobrevivir,20
fuerza,sufrimiento,20
impertable,fortaleza,20
impertable,tolerancia,20
fortaleza,flema,20
fortaleza,fondo,20
energía,fortaleza,20
tolerancia,fondo,20
grande,fortaleza,20
grande,fuerza,20
sobrevivir,adaptación,20
grande,impertable,20
sobrevivir,recuperar,20
energía,tolerancia,20
sobreponer,adaptación,20
resignación,impertable,20
rojo,merlot,20
grande,fondo,20
tolerancia,adaptación,20
tolerancia,flema,20
adaptación,fondo,20
adaptación,fortaleza,20
impertable,energía,20
impertable,flema,20
impertable,fondo,20
color,merlot,20
fuerza,valiente,20
fuerza,tolerancia,20
fuerza,superación,20
energía,adaptación,20
energía,flema,20
energía,fondo,20
equilibrado,fruta,19
bodega,suave,19
fruta,año,19
salmón,nota,19
color,leve,19
paladar,suave,19
amargo,fruta,19
brillante,intenso,19
entrada,limpio,19
persistencia,volúmen,19
fruta,grosella,19
limpio,pálido,19
rosado,punto,19
rosado,glicérico,19
toque,largo,19
acidez,volúmen,19
rosado,bastante,19
aroma,cereza,19
acidez,joven,19
suave,largo,19
suave,cereza,19
acidez,marcada,19
leve,boca,19
garnacha,nota,19
agradable,limpio,19
suave,final,19
nariz,lágrima,19
rojo,sangrado,19
goloso,nariz,19
goloso,fresco,19
floral,largo,19
gustar,fresco,19
floral,cítrico,19
rojo,gustar,19
nota,cereza,19
bodega,blanca,19
fresa,uva,19
frutal,nota,19
intensidad,cítrico,18
fina,fresco,18
intensidad,rosa,18
mineral,nota,18
rosado,anaranjado,18
mineral,brillante,18
frambuesa,intenso,18
color,elegante,18
color,marcada,18
entrada,salud,18
nariz,grosella,18
nariz,salud,18
cata,nota,18
acidez,sabroso,18
pálido,cítrico,18
rosado,precio,18
color,ácido,18
salud,final,18
limpio,suave,18
rojo,ácido,18
cuerpo,final,18
anaranjado,nariz,18
rosado,alta,18
fruta,negro,18
bodega,nota,18
recordar,fresco,18
postgusto,rosado,18
rojo,joven,18
recordar,nariz,18
joven,tempranillo,18
acidez,herbáceo,18
monovarietal,fruta,18
acidez,dulce,18
botella,fresa,18
destello,rosa,18
rosa,salud,18
especiado,rosado,18
paladar,salud,18
anaranjado,brillante,18
merlot,boca,18
floral,ligero,18
cata,boca,18
goloso,nota,18
flor,rosa,18
persistencia,brillante,18
salmón,rosa,18
entrada,suave,18
color,salud,18
persistencia,seco,18
fruta,glicérico,18
persistencia,rcp,18
bodega,frambuesa,18
dulce,fresa,18
acidez,botella,18
gustar,boca,18
rojo,anaranjado,18
fruta,probar,18
persistencia,coupage,18
garnacha,blanca,18
fresco,lágrima,18
rosa,cereza,18
tiempo,rosado,18
toque,destello,17
piel,nota,17
intensidad,pálido,17
toque,agradable,17
monovarietal,color,17
caramelo,boca,17
fruta,sutil,17
boca,correcto,17
marcada,boca,17
rosa,intenso,17
rosa,lágrima,17
rosa,cítrico,17
rosa,ligero,17
fresa,ligero,17
rojo,salud,17
nariz,madura,17
frambuesa,seco,17
rosa,piel,17
anaranjado,aroma,17
aroma,tempranillo,17
aroma,golosina,17
pálido,floral,17
blanca,cítrico,17
botella,nota,17
limpio,seco,17
especiado,fruta,17
limpio,destello,17
syrah,fresco,17
brillante,lágrima,17
paladar,brillante,17
acidez,madura,17
acidez,fina,17
seco,rosa,17
nariz,cuerpo,17
recomendable,rosado,17
bodega,floral,17
salud,nota,17
color,primer,17
persistencia,rosa,17
rcp,intenso,17
tempranillo,ligero,17
nota,sabroso,17
color,afrutado,17
floral,tempranillo,17
excelente,rosado,17
garnacha,joven,17
flor,seco,17
salmón,aroma,17
fresco,sangrado,17
blanca,seco,17
blanca,frambuesa,17
fresa,cítrico,17
cata,fresco,17
rojo,marcada,17
fresa,frutal,17
persistencia,fresa,17
persistencia,aroma,17
fresa,piel,17
entrada,elaborado,17
fruta,asalmonado,17
fresco,ácido,17
fresco,sabroso,17
fresa,ácido,17
floral,seco,17
bodega,año,17
elegante,fresco,17
agradable,suave,17
aroma,salud,17
equilibrado,rosado,17
syrah,nariz,17
fina,rosado,17
fruta,poder,17
garnacha,frambuesa,17
fruta,mejor,17
bodega,botella,17
seco,ligero,16
intrépido,flema,16
intrépido,fondo,16
intrépido,fortaleza,16
intrépido,adaptación,16
intrépido,impertable,16
rosado,junto,16
estoicismo,bravo,16
elegante,boca,16
sobreponer,bravo,16
fina,nota,16
bodega,largo,16
intrépido,bravo,16
intrépido,energía,16
intrépido,firmeza,16
grande,invencible,16
rojo,elegante,16
acidez,anaranjado,16
resignación,bravo,16
estilo,rosado,16
acidez,uva,16
superación,bravo,16
rojo,beber,16
leve,fresco,16
rojo,leve,16
invulnerabilidad,invencible,16
cata,nariz,16
entrada,largo,16
salmón,final,16
flor,fresa,16
sobrevivir,bravo,16
rojo,especiado,16
grande,intrépido,16
rcp,salud,16
gusto,rosado,16
agradable,largo,16
menos,boca,16
persistencia,tempranillo,16
valiente,invencible,16
resistencia,invencible,16
rcp,elaborado,16
superación,invencible,16
sobrevivir,invencible,16
grande,bravo,16
nota,lágrima,16
flor,brillante,16
fresa,cuerpo,16
fresa,coupage,16
resignación,invencible,16
color,bastante,16
recuperar,bravo,16
garnacha,sangrado,16
garnacha,ligero,16
pequeña,verdot,16
blanca,tempranillo,16
recordar,brillante,16
resistencia,bravo,16
rcp,salmón,16
rcp,coupage,16
rosa,tempranillo,16
valiente,bravo,16
color,caramelo,16
fuerza,intrépido,16
fuerza,invencible,16
fuerza,bravo,16
fresa,lágrima,16
boca,volúmen,16
sedoso,fruta,16
paciencia,invencible,16
botella,toque,16
limpio,largo,16
uva,elaborado,16
cebolla,nota,16
fresa,merlot,16
invulnerabilidad,bravo,16
color,balsámico,16
color,poder,16
firmeza,invencible,16
cuerpo,brillante,16
intrépido,invencible,16
intrépido,invulnerabilidad,16
intrépido,paciencia,16
intrépido,recuperar,16
intrépido,resignación,16
intrépido,resistencia,16
intrépido,sobreponer,16
intrépido,sobrevivir,16
intrépido,sufrimiento,16
intrépido,superación,16
intrépido,tolerancia,16
rosado,inoxidable,16
salud,brillante,16
rojo,monovarietal,16
bravo,invencible,16
sufrimiento,bravo,16
recuperar,invencible,16
vigor,intrépido,16
vigor,invencible,16
paciencia,bravo,16
bravo,tolerancia,16
frambuesa,largo,16
invencible,tolerancia,16
final,ligero,16
final,cítrico,16
invencible,adaptación,16
nariz,caramelo,16
melocotón,color,16
melocotón,fruta,16
intrépido,valiente,16
acidez,syrah,16
estoicismo,intrépido,16
estoicismo,invencible,16
vigor,bravo,16
sufrimiento,invencible,16
untuoso,nota,16
toque,salud,16
frambuesa,lágrima,16
rosado,paso,16
fruta,balsámico,16
fruta,bastante,16
invencible,energía,16
invencible,flema,16
invencible,fondo,16
invencible,fortaleza,16
invencible,impertable,16
sobreponer,invencible,16
cebolla,fresa,16
seco,cítrico,16
rosado,último,16
bravo,adaptación,16
bravo,energía,16
bravo,firmeza,16
bravo,flema,16
bravo,fondo,16
bravo,fortaleza,16
bravo,impertable,16
mineral,aroma,16
rosado,lágrima,16
rosado,sutil,16
bodega,cata,16
bodega,intenso,16
bodega,toque,15
tolerancia,osado,15
tolerancia,épico,15
aguante,bravo,15
aguante,adaptación,15
intrépido,denodado,15
intrépido,aguante,15
bodega,pequeña,15
épico,osado,15
aguante,denodado,15
aguante,energía,15
garnacha,aroma,15
color,tinto,15
color,crianza,15
postgusto,aroma,15
vitalidad,energía,15
vitalidad,firmeza,15
vitalidad,flema,15
vitalidad,fondo,15
bodega,pálido,15
equilibrado,color,15
barrica,crianza,15
intrépido,indomable,15
nariz,correcto,15
fruta,caramelo,15
estoicismo,osado,15
frambuesa,cereza,15
sufrimiento,memorable,15
sufrimiento,osado,15
toque,lágrima,15
sufrimiento,vitalidad,15
sufrimiento,épico,15
frambuesa,herbáceo,15
sufrimiento,denodado,15
acidez,afrutado,15
rosado,negro,15
toque,limpio,15
bravo,épico,15
denodado,adaptación,15
denodado,bravo,15
denodado,energía,15
uva,suave,15
frambuesa,ligero,15
piel,brillante,15
piel,final,15
intrépido,vitalidad,15
acidez,bastante,15
rosado,salud,15
rosado,claro,15
rosado,marcada,15
estoicismo,épico,15
estoicismo,esforzado,15
vigor,épico,15
vigor,aguante,15
vigor,denodado,15
vigor,esforzado,15
estoicismo,memorable,15
salud,fresco,15
mejor,boca,15
bravo,osado,15
sufrimiento,aguante,15
denodado,invencible,15
denodado,osado,15
denodado,tolerancia,15
denodado,épico,15
vigor,indomable,15
esforzado,indomable,15
esforzado,intrépido,15
vigor,memorable,15
vigor,osado,15
paciencia,aguante,15
rosado,ver,15
uva,aroma,15
intrépido,osado,15
paciencia,denodado,15
toque,cereza,15
denodado,flema,15
denodado,fondo,15
denodado,fortaleza,15
denodado,impertable,15
estoicismo,vitalidad,15
marcada,fresco,15
esforzado,adaptación,15
esforzado,aguante,15
esforzado,bravo,15
esforzado,denodado,15
esforzado,energía,15
esforzado,firmeza,15
esforzado,flema,15
sedoso,rosado,15
destello,paladar,15
uva,brillante,15
paciencia,memorable,15
paciencia,osado,15
paciencia,vitalidad,15
paciencia,épico,15
toque,herbáceo,15
persistencia,pálido,15
persistencia,frambuesa,15
limpio,lágrima,15
limpio,cítrico,15
año,fresco,15
blanca,ligero,15
indomable,épico,15
intrépido,memorable,15
indomable,vitalidad,15
rcp,volúmen,15
rcp,lágrima,15
memorable,adaptación,15
memorable,bravo,15
memorable,denodado,15
memorable,energía,15
indomable,energía,15
indomable,firmeza,15
indomable,flema,15
indomable,fondo,15
indomable,fortaleza,15
acidez,balsámico,15
firmeza,osado,15
firmeza,épico,15
limpio,untuoso,15
resistencia,aguante,15
resistencia,denodado,15
paciencia,indomable,15
vigor,vitalidad,15
esforzado,valiente,15
esforzado,vitalidad,15
esforzado,invencible,15
esforzado,invulnerabilidad,15
esforzado,memorable,15
esforzado,osado,15
esforzado,paciencia,15
esforzado,recuperar,15
esforzado,resignación,15
esforzado,resistencia,15
